learning_rate/pg1,learning_rate/pg2,step,train_mention_loss,train_coref_loss,train_entity_loss,train_rel_loss,train_loss,epoch,valid_f1,mention_prec_micro,mention_rec_micro,mention_f1_micro,mention_prec_macro,mention_rec_macro,mention_f1_macro,coref_prec_micro,coref_rec_micro,coref_f1_micro,coref_prec_macro,coref_rec_macro,coref_f1_macro,entity_prec_micro,entity_rec_micro,entity_f1_micro,entity_prec_macro,entity_rec_macro,entity_f1_macro,rel_prec_micro,rel_rec_micro,rel_f1_micro,rel_prec_macro,rel_rec_macro,rel_f1_macro,rel_nec_prec_micro,rel_nec_rec_micro,rel_nec_f1_micro,rel_nec_prec_macro,rel_nec_rec_macro,rel_nec_f1_macro
,,752999,0.05367878079414368,0.0,1.9974677562713623,12.583768844604492,13.13681411743164,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,753319,,,,,,508,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7252289789789793e-05,2.7252289789789793e-05,753999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,753999,0.053293097764253616,0.0,0.27298083901405334,9.870031499303877e-05,0.1216370090842247,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,754799,,,,,,509,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.721475225225225e-05,2.721475225225225e-05,754999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,754999,0.046988580375909805,0.0,0.7819973826408386,5.6672139167785645,5.909701824188232,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7177214714714715e-05,2.7177214714714715e-05,755999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,755999,0.056324150413274765,0.0,0.3436020016670227,0.004642755724489689,0.14686740934848785,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,756279,,,,,,510,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.713967717717718e-05,2.713967717717718e-05,756999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,756999,0.05506695806980133,0.0,1.3489514589309692,5.4790143966674805,5.87131929397583,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,757759,,,,,,511,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.710213963963964e-05,2.710213963963964e-05,757999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,757999,0.059237733483314514,0.0,0.24740850925445557,7.003078644629568e-05,0.12115988880395889,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7064602102102104e-05,2.7064602102102104e-05,758999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,758999,0.047639764845371246,0.0,0.5442214608192444,6.578583717346191,6.762279033660889,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,759239,,,,,,512,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7027064564564565e-05,2.7027064564564565e-05,759999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,759999,0.04768914356827736,0.0,0.6203508377075195,1.6237337589263916,1.8265106678009033,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,760719,,,,,,513,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.698952702702703e-05,2.698952702702703e-05,760999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,760999,0.04554881155490875,0.0,0.7761332988739014,0.009371575899422169,0.248953714966774,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6951989489489493e-05,2.6951989489489493e-05,761999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,761999,0.0509127676486969,0.0,0.6888636350631714,0.04693574458360672,0.27006441354751587,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,762199,,,,,,514,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.691445195195195e-05,2.691445195195195e-05,762999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,762999,0.05199718102812767,0.0,0.7539897561073303,0.9006707072257996,1.1411653757095337,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,763679,,,,,,515,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.687691441441442e-05,2.687691441441442e-05,763999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,763999,0.06465870141983032,0.0,0.4837566018104553,3.304292917251587,3.4898908138275146,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6839376876876876e-05,2.6839376876876876e-05,764999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,764999,0.05370268598198891,0.0,0.639890730381012,0.02054021880030632,0.23421558737754822,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,765159,,,,,,516,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.680183933933934e-05,2.680183933933934e-05,765999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,765999,0.048144396394491196,0.0,0.6948305368423462,5.277915954589844,5.499767780303955,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,766639,,,,,,517,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6764301801801805e-05,2.6764301801801805e-05,766999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,766999,0.045339129865169525,0.0,0.7286803126335144,0.511260986328125,0.7387701869010925,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6726764264264265e-05,2.6726764264264265e-05,767999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,767999,0.047703586518764496,0.0,0.8196836113929749,0.0021412582136690617,0.25476574897766113,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,768119,,,,,,518,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.668922672672673e-05,2.668922672672673e-05,768999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,768999,0.05162493884563446,0.0,0.48521143198013306,1.8635972738265991,2.036525011062622,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,769599,,,,,,519,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6651689189189187e-05,2.6651689189189187e-05,769999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,769999,0.06986045837402344,0.0,1.3762869834899902,0.0009690014994703233,0.4149011969566345,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6614151651651655e-05,2.6614151651651655e-05,770999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,770999,0.05435246229171753,0.0,0.3782106935977936,4.307133674621582,4.456038951873779,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,771079,,,,,,520,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.657661411411412e-05,2.657661411411412e-05,771999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,771999,0.04984273016452789,0.0,0.3703345060348511,7.2121283665183e-06,0.14243356883525848,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,772559,,,,,,521,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6539076576576576e-05,2.6539076576576576e-05,772999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,772999,0.050478823482990265,0.0,0.42505812644958496,0.011803078465163708,0.1685464233160019,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.650153903903904e-05,2.650153903903904e-05,773999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,773999,0.04844879359006882,0.0,0.9928828477859497,0.2289702594280243,0.5256397724151611,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,774039,,,,,,522,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.64640015015015e-05,2.64640015015015e-05,774999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,774999,0.054767340421676636,0.0,0.8528587818145752,0.17706716060638428,0.4450491964817047,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,775519,,,,,,523,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6426463963963966e-05,2.6426463963963966e-05,775999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,775999,0.051528189331293106,0.0,0.3480415940284729,0.0003491623792797327,0.13888774812221527,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.638892642642643e-05,2.638892642642643e-05,776999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,776999,0.055331360548734665,0.0,1.0466716289520264,2.501000165939331,2.8179993629455566,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,776999,,,,,,524,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.635138888888889e-05,2.635138888888889e-05,777999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,777999,0.04745888337492943,0.0,0.6045218110084534,0.4445497989654541,0.643139123916626,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,778479,,,,,,525,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6313851351351355e-05,2.6313851351351355e-05,778999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,778999,0.04967212304472923,0.0,0.7629407644271851,0.240396186709404,0.4808034896850586,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,779959,,,,,,526,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6276313813813813e-05,2.6276313813813813e-05,779999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,779999,0.048150435090065,0.0,0.6450972557067871,0.5732566714286804,0.782681405544281,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6238776276276277e-05,2.6238776276276277e-05,780999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,780999,0.05952081456780434,0.0,0.3334912657737732,0.010994275100529194,0.15388789772987366,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,781439,,,,,,527,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.620123873873874e-05,2.620123873873874e-05,781999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,781999,0.049751266837120056,0.0,0.947329580783844,0.4007350206375122,0.6873186826705933,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,782919,,,,,,528,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6163701201201202e-05,2.6163701201201202e-05,782999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,782999,0.045792486518621445,0.0,0.7609050273895264,0.007725488394498825,0.24374423921108246,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6126163663663666e-05,2.6126163663663666e-05,783999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,783999,0.047237660735845566,0.0,0.7277450561523438,4.207844257354736,4.437018394470215,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,784399,,,,,,529,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6088626126126127e-05,2.6088626126126127e-05,784999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,784999,0.06036622077226639,0.0,0.2579168379306793,2.0861602934019174e-06,0.12484751641750336,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,785879,,,,,,530,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.605108858858859e-05,2.605108858858859e-05,785999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,785999,0.04694715514779091,0.0,0.822218120098114,0.09131885319948196,0.3438205420970917,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6013551051051056e-05,2.6013551051051056e-05,786999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,786999,0.04817868769168854,0.0,0.702739417552948,0.0005143520538695157,0.22437790036201477,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,787359,,,,,,531,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5976013513513513e-05,2.5976013513513513e-05,787999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,787999,0.04829762130975723,0.0,0.7863560914993286,3.736157178878784,3.981043815612793,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,788839,,,,,,532,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5938475975975977e-05,2.5938475975975977e-05,788999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,788999,0.05953352898359299,0.0,1.0270146131515503,0.04978122189640999,0.36606842279434204,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5900938438438438e-05,2.5900938438438438e-05,789999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,789999,0.064066581428051,0.0,2.669057607650757,0.27654147148132324,1.007872462272644,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,790319,,,,,,533,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5863400900900902e-05,2.5863400900900902e-05,790999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,790999,0.04672331362962723,0.0,0.8712254762649536,2.0972509384155273,2.3617806434631348,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,791799,,,,,,534,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5825863363363367e-05,2.5825863363363367e-05,791999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,791999,0.04553113505244255,0.0,0.5930849313735962,5.706649303436279,5.90045166015625,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5788325825825828e-05,2.5788325825825828e-05,792999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,792999,0.049553681164979935,0.0,0.317651629447937,4.589453601511195e-05,0.12901248037815094,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,793279,,,,,,535,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5750788288288292e-05,2.5750788288288292e-05,793999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,793999,0.05993739143013954,0.0,0.5979935526847839,6.528260231018066,6.737696170806885,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,794759,,,,,,536,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.571325075075075e-05,2.571325075075075e-05,794999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,794999,0.05587385594844818,0.0,0.6707193851470947,0.5091050267219543,0.7326587438583374,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5675713213213213e-05,2.5675713213213213e-05,795999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,795999,0.04977501183748245,0.0,0.8928297162055969,0.04865579307079315,0.32163822650909424,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,796239,,,,,,537,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5638175675675674e-05,2.5638175675675674e-05,796999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,796999,0.06093866378068924,0.0,0.4084978699684143,0.04164213687181473,0.20470526814460754,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,797719,,,,,,538,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.560063813813814e-05,2.560063813813814e-05,797999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,797999,0.04652680829167366,0.0,0.8271443247795105,3.521730899810791,3.7750437259674072,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5563100600600603e-05,2.5563100600600603e-05,798999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,798999,0.05269036069512367,0.0,1.6477062702178955,0.13642485439777374,0.6010417938232422,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,799199,,,,,,539,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5525563063063064e-05,2.5525563063063064e-05,799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,799999,0.04812049865722656,0.0,0.9693315625190735,0.40008923411369324,0.6905425786972046,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,800679,,,,,,540,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5488025525525528e-05,2.5488025525525528e-05,800999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,800999,0.051897719502449036,0.0,1.4328491687774658,0.5263037085533142,0.9364137053489685,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5450487987987985e-05,2.5450487987987985e-05,801999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,801999,0.0517229363322258,0.0,0.2854097783565521,5.9604641222676946e-08,0.1230754405260086,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,802159,,,,,,541,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.541295045045045e-05,2.541295045045045e-05,802999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,802999,0.047495946288108826,0.0,0.8144237995147705,2.8570570945739746,3.108159065246582,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,803639,,,,,,542,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5375412912912917e-05,2.5375412912912917e-05,803999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,803999,0.0538317933678627,0.0,0.3838466703891754,4.731351852416992,4.881145477294922,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5337875375375375e-05,2.5337875375375375e-05,804999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,804999,0.057883214205503464,0.0,0.2282584011554718,6.556507514687837e-07,0.11494846642017365,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,805119,,,,,,543,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.530033783783784e-05,2.530033783783784e-05,805999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,805999,0.05269049108028412,0.0,0.32549723982810974,0.018014030531048775,0.15207882225513458,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,806599,,,,,,544,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.52628003003003e-05,2.52628003003003e-05,806999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,806999,0.05465545132756233,0.0,0.49055272340774536,3.814691581283114e-06,0.177297443151474,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5225262762762764e-05,2.5225262762762764e-05,807999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,807999,0.048904601484537125,0.0,0.7927037477493286,4.0556254386901855,4.302705764770508,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,808079,,,,,,545,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.518772522522523e-05,2.518772522522523e-05,808999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,808999,0.0503537617623806,0.0,0.828422486782074,0.02872288227081299,0.2861822545528412,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,809559,,,,,,546,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5150187687687686e-05,2.5150187687687686e-05,809999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,809999,0.04555734246969223,0.0,0.7680381536483765,0.01599506102502346,0.25356194376945496,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5112650150150153e-05,2.5112650150150153e-05,810999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,810999,0.046015672385692596,0.0,0.7787532806396484,0.5585914254188538,0.7992954254150391,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,811039,,,,,,547,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.507511261261261e-05,2.507511261261261e-05,811999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,811999,0.05406532064080238,0.0,0.418733686208725,7.642345428466797,7.801094055175781,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,812519,,,,,,548,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5037575075075075e-05,2.5037575075075075e-05,812999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,812999,0.046947725117206573,0.0,0.7837384939193726,3.5177831649780273,3.7606654167175293,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.500003753753754e-05,2.500003753753754e-05,813999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,813999,0.054508186876773834,0.0,0.7402552366256714,10.346197128295898,10.585768699645996,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,813999,,,,,,549,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4962500000000004e-05,2.4962500000000004e-05,814999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,814999,0.05162869766354561,0.0,1.511846661567688,0.2209140956401825,0.650504469871521,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,815479,,,,,,550,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4924962462462465e-05,2.4924962462462465e-05,815999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,815999,0.05934937670826912,0.0,0.23850692808628082,3.0695839086547494e-05,0.11900680512189865,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,816959,,,,,,551,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4887424924924925e-05,2.4887424924924925e-05,816999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,816999,0.04461544379591942,0.0,0.7375013828277588,1.3680371046066284,1.5970278978347778,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.484988738738739e-05,2.484988738738739e-05,817999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,817999,0.051589224487543106,0.0,0.7198811769485474,0.07627888768911362,0.30783841013908386,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,818439,,,,,,552,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.481234984984985e-05,2.481234984984985e-05,818999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,818999,0.05294938012957573,0.0,0.38393503427505493,8.766237258911133,8.915170669555664,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,819919,,,,,,553,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.477481231231231e-05,2.477481231231231e-05,819999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,819999,0.05368267372250557,0.0,0.9303287267684937,3.6968472003936768,3.983112096786499,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4737274774774776e-05,2.4737274774774776e-05,820999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,820999,0.05343685671687126,0.0,0.5228378772735596,0.22340741753578186,0.4075537323951721,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,821399,,,,,,554,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.469973723723724e-05,2.469973723723724e-05,821999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,821999,0.046763066202402115,0.0,0.6201984882354736,0.11094823479652405,0.3127609193325043,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,822879,,,,,,555,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.46621996996997e-05,2.46621996996997e-05,822999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,822999,0.04971424490213394,0.0,1.0277786254882812,0.3234567642211914,0.6301156282424927,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.462466216216216e-05,2.462466216216216e-05,823999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,823999,0.05427182838320732,0.0,0.32122090458869934,0.00012753767077811062,0.13470458984375,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,824359,,,,,,556,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4587124624624626e-05,2.4587124624624626e-05,824999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,824999,0.05091525986790657,0.0,1.0129063129425049,3.901747226715088,4.2058892250061035,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,825839,,,,,,557,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.454958708708709e-05,2.454958708708709e-05,825999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,825999,0.05561785027384758,0.0,0.4733007252216339,3.158169746398926,3.3321127891540527,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.451204954954955e-05,2.451204954954955e-05,826999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,826999,0.04660582169890404,0.0,0.8859301805496216,1.1555956602096558,1.423684000968933,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,827319,,,,,,558,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4474512012012012e-05,2.4474512012012012e-05,827999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,827999,0.0773526281118393,0.0,0.5889603495597839,7.180675506591797,7.40526819229126,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,828799,,,,,,559,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4436974474474476e-05,2.4436974474474476e-05,828999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,828999,0.05371179059147835,0.0,0.5030924081802368,0.0030890083871781826,0.18257389962673187,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4399436936936937e-05,2.4399436936936937e-05,829999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,829999,0.04584035649895668,0.0,0.7881608009338379,2.2075352668762207,2.450415849685669,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,830279,,,,,,560,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.43618993993994e-05,2.43618993993994e-05,830999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,830999,0.06132752075791359,0.0,0.7448848485946655,0.20165953040122986,0.44920825958251953,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,831759,,,,,,561,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4324361861861862e-05,2.4324361861861862e-05,831999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
