learning_rate/pg1,learning_rate/pg2,step,train_mention_loss,train_coref_loss,train_entity_loss,train_rel_loss,train_loss,epoch,valid_f1,mention_prec_micro,mention_rec_micro,mention_f1_micro,mention_prec_macro,mention_rec_macro,mention_f1_macro,coref_prec_micro,coref_rec_micro,coref_f1_micro,coref_prec_macro,coref_rec_macro,coref_f1_macro,entity_prec_micro,entity_rec_micro,entity_f1_micro,entity_prec_macro,entity_rec_macro,entity_f1_macro,rel_prec_micro,rel_rec_micro,rel_f1_micro,rel_prec_macro,rel_rec_macro,rel_f1_macro,rel_nec_prec_micro,rel_nec_rec_micro,rel_nec_f1_micro,rel_nec_prec_macro,rel_nec_rec_macro,rel_nec_f1_macro
,,222999,0.0005992248188704252,0.0,6.55650637781946e-07,0.0,0.0005993887316435575,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,223479,,,,,,150,38.49557522123894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.714718468468469e-05,4.714718468468469e-05,223999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,223999,0.04549970105290413,0.0,5.9604641222676946e-08,0.0,0.04549971595406532,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,224959,,,,,,151,20.233463035019454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.710964714714715e-05,4.710964714714715e-05,224999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,224999,9.007668995764107e-05,0.0,2.288765972480178e-05,0.0,9.579860488884151e-05,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.707210960960961e-05,4.707210960960961e-05,225999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,225999,0.10670830309391022,0.0,0.00207939138635993,0.0,0.10722815245389938,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,226439,,,,,,152,20.11834319526627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.703457207207208e-05,4.703457207207208e-05,226999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,226999,0.000588179100304842,0.0,5.9604641222676946e-08,0.0,0.0005881940014660358,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,227919,,,,,,153,39.99999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.699703453453453e-05,4.699703453453453e-05,227999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,227999,0.017093636095523834,0.0,5.9604641222676946e-08,0.0,0.017093650996685028,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.6959496996997e-05,4.6959496996997e-05,228999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,228999,0.0001829465909395367,0.0,2.9206189537944738e-06,0.0,0.00018367674783803523,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,229399,,,,,,154,26.247689463955638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.6921959459459467e-05,4.6921959459459467e-05,229999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,229999,0.00048256307491101325,0.0,1.06691177279572e-05,0.0,0.0004852303536608815,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,230879,,,,,,155,32.46492985971944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.688442192192192e-05,4.688442192192192e-05,230999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,230999,0.0014718330930918455,0.0,2.7417385354056023e-05,7.510141585953534e-06,0.001486197579652071,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.684688438438439e-05,4.684688438438439e-05,231999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,231999,0.0007483470835722983,0.0,1.7881390590446244e-07,0.0,0.0007483917870558798,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,232359,,,,,,156,33.79721669980119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.680934684684685e-05,4.680934684684685e-05,232999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,232999,0.023543858900666237,0.0,0.0022687623277306557,0.0,0.024111049249768257,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,233839,,,,,,157,35.65217391304348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.677180930930931e-05,4.677180930930931e-05,233999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,233999,0.0014951738994568586,0.0,0.0,0.0,0.0014951738994568586,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.673427177177178e-05,4.673427177177178e-05,234999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,234999,0.009844856336712837,0.0,1.0132779380001011e-06,0.0,0.009845109656453133,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,235319,,,,,,158,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.669673423423424e-05,4.669673423423424e-05,235999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,235999,0.005007283296436071,0.0,0.0,0.0,0.005007283296436071,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,236799,,,,,,159,39.46188340807175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.66591966966967e-05,4.66591966966967e-05,236999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,236999,0.02974562905728817,0.0,0.00016234093345701694,0.16219881176948547,0.19198502600193024,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.662165915915916e-05,4.662165915915916e-05,237999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,237999,0.00026154660736210644,0.0,5.9604641222676946e-08,0.0,0.0002615615085233003,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,238279,,,,,,160,30.38397328881469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.658412162162162e-05,4.658412162162162e-05,238999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,238999,0.0004543901013676077,0.0,2.0086361473659053e-05,0.0,0.000459411705378443,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,239759,,,,,,161,41.46981627296588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.654658408408409e-05,4.654658408408409e-05,239999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,239999,0.030449291691184044,0.0,3.695351551868953e-05,0.0,0.03045853041112423,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.650904654654655e-05,4.650904654654655e-05,240999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,240999,0.0004399872268550098,0.0,0.0,0.0,0.0004399872268550098,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,241239,,,,,,162,49.41176470588235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.647150900900901e-05,4.647150900900901e-05,241999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,241999,0.024599922820925713,0.0,0.00030490398057736456,0.0,0.02467614971101284,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,242719,,,,,,163,49.19093851132686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.643397147147147e-05,4.643397147147147e-05,242999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,242999,0.0010993372416123748,0.0,1.1920915312657598e-06,0.0,0.0010996352648362517,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.639643393393394e-05,4.639643393393394e-05,243999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,243999,0.0005486290319822729,0.0,0.0,0.0,0.0005486290319822729,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,244199,,,,,,164,44.179104477611936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.63588963963964e-05,4.63588963963964e-05,244999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,244999,0.004766322206705809,0.0,0.0,2.2053673092159443e-06,0.004768527578562498,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,245679,,,,,,165,39.294710327455924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.632135885885886e-05,4.632135885885886e-05,245999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,245999,0.0001897101174108684,0.0,1.7881390590446244e-07,0.0,0.00018975482089444995,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.628382132132132e-05,4.628382132132132e-05,246999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,246999,0.0008514451910741627,0.0,0.0,0.0,0.0008514451910741627,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,247159,,,,,,166,45.033112582781456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.624628378378378e-05,4.624628378378378e-05,247999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,247999,0.004137285053730011,0.0,2.3841852225814364e-07,0.0,0.004137344658374786,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,248639,,,,,,167,46.560846560846564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.620874624624625e-05,4.620874624624625e-05,248999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,248999,0.0005268718232400715,0.0,0.0,0.0,0.0005268718232400715,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.617120870870871e-05,4.617120870870871e-05,249999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,249999,0.0004783141484949738,0.0,4.529932539298898e-06,0.0,0.0004794466367457062,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,250119,,,,,,168,43.914081145584724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.613367117117117e-05,4.613367117117117e-05,250999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,250999,0.0005354917957447469,0.0,5.9604641222676946e-08,2.980227463922347e-06,0.0005384869291447103,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,251599,,,,,,169,45.97014925373134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.609613363363364e-05,4.609613363363364e-05,251999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,251999,0.00013303452578838915,0.0,2.562993131505209e-06,0.0,0.0001336752757197246,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.605859609609609e-05,4.605859609609609e-05,252999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,252999,0.05813800171017647,0.0,3.4033102565445006e-05,2.2053673092159443e-06,0.058148715645074844,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,253079,,,,,,170,36.28865979381444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.602105855855856e-05,4.602105855855856e-05,253999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,253999,0.041751403361558914,0.0,1.0132779380001011e-06,0.0,0.04175165668129921,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,254559,,,,,,171,31.094049904030708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.598352102102103e-05,4.598352102102103e-05,254999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,254999,0.00036729828570969403,0.0,1.7881390590446244e-07,0.0,0.00036734298919327557,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.594598348348348e-05,4.594598348348348e-05,255999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,255999,0.015887100249528885,0.0,0.0001614463108126074,6.5564677242946345e-06,0.015934018418192863,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,256039,,,,,,172,49.24012158054711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.590844594594595e-05,4.590844594594595e-05,256999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,256999,0.01224292628467083,0.0,0.0,0.0,0.01224292628467083,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,257519,,,,,,173,43.80403458213256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.587090840840841e-05,4.587090840840841e-05,257999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,257999,0.0003890068910550326,0.0,3.5762775496550603e-07,0.0,0.0003890962980221957,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.583337087087087e-05,4.583337087087087e-05,258999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,258999,0.00036896183155477047,0.0,0.0,0.0,0.00036896183155477047,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,258999,,,,,,174,37.08920187793427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.579583333333334e-05,4.579583333333334e-05,259999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,259999,0.023236585780978203,0.0,1.4364542948896997e-05,5.36441632448259e-07,0.0232407134026289,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,260479,,,,,,175,41.311475409836056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5758295795795794e-05,4.5758295795795794e-05,260999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,260999,0.00037085413350723684,0.0,5.9604641222676946e-08,0.0,0.0003708690346684307,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,261959,,,,,,176,48.52459016393442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.572075825825826e-05,4.572075825825826e-05,261999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,261999,0.00044675750541500747,0.0,0.0,0.0,0.00044675750541500747,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.568322072072072e-05,4.568322072072072e-05,262999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,262999,0.004606139380484819,0.0,0.0,0.0,0.004606139380484819,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,263439,,,,,,177,42.73972602739726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.564568318318318e-05,4.564568318318318e-05,263999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,263999,0.0012603781651705503,0.0,1.3053298971499316e-05,5.9604641222676946e-08,0.0012637011241167784,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,264919,,,,,,178,37.52860411899313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.560814564564565e-05,4.560814564564565e-05,264999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,264999,0.016143053770065308,0.0,2.3841852225814364e-07,0.0,0.016143113374710083,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.557060810810811e-05,4.557060810810811e-05,265999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,265999,0.020093755796551704,0.0,1.4901138456480112e-06,4.637074380298145e-05,0.020140498876571655,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,266399,,,,,,179,35.12195121951219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.553307057057057e-05,4.553307057057057e-05,266999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,266999,0.00023949726892169565,0.0,5.9604641222676946e-08,0.0,0.0002395121700828895,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,267879,,,,,,180,47.95321637426901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.549553303303303e-05,4.549553303303303e-05,267999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,267999,0.00226236111484468,0.0,1.4900939277140424e-05,6.616071914322674e-06,0.00227270252071321,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.54579954954955e-05,4.54579954954955e-05,268999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,268999,0.0004677853430621326,0.0,4.7683693082944956e-07,0.0,0.0004679045523516834,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,269359,,,,,,181,27.4582560296846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.542045795795796e-05,4.542045795795796e-05,269999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,269999,0.019260546192526817,0.0,3.49277033819817e-05,0.0007743466412648559,0.020043624565005302,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,270839,,,,,,182,44.9438202247191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.538292042042042e-05,4.538292042042042e-05,270999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,270999,0.00014397845370694995,0.0,0.0,0.0,0.00014397845370694995,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5345382882882884e-05,4.5345382882882884e-05,271999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,271999,0.02537096105515957,0.0,0.006882173474878073,0.0,0.027091505005955696,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,272319,,,,,,183,36.24999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5307845345345344e-05,4.5307845345345344e-05,272999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,272999,0.000498986104503274,0.0,1.8477405774319777e-06,0.0,0.0004994480405002832,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,273799,,,,,,184,39.06976744186046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.527030780780781e-05,4.527030780780781e-05,273999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,273999,0.000270749325864017,0.0,1.1920927533992653e-07,0.0,0.0002707791281864047,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.523277027027027e-05,4.523277027027027e-05,274999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,274999,0.004011129029095173,0.0,1.1920927533992653e-07,0.0,0.004011158831417561,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,275279,,,,,,185,37.133550488599354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5195232732732734e-05,4.5195232732732734e-05,275999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,275999,0.0005073036882095039,0.0,0.0,0.0,0.0005073036882095039,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,276759,,,,,,186,37.558685446009385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.51576951951952e-05,4.51576951951952e-05,276999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,276999,0.006149378139525652,0.0,4.7683693082944956e-07,0.0,0.006149497348815203,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5120157657657655e-05,4.5120157657657655e-05,277999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,277999,0.0005499718245118856,0.0,2.6800358295440674,0.0,0.6705589294433594,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278239,,,,,,187,42.944785276073624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.508262012012012e-05,4.508262012012012e-05,278999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278999,0.0006331256008706987,0.0,9.536734069115482e-07,0.0,0.0006333640194498003,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279719,,,,,,188,46.68769716088328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5045082582582584e-05,4.5045082582582584e-05,279999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279999,0.03822888806462288,0.0,0.0,2.6822051495400956e-06,0.03823157027363777,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5007545045045045e-05,4.5007545045045045e-05,280999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,280999,0.00101284624543041,0.0,3.057624780922197e-05,3.27824818668887e-06,0.0010237685637548566,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,281199,,,,,,189,30.081300813008127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.497000750750751e-05,4.497000750750751e-05,281999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,281999,0.009803798981010914,0.0,4.8558549880981445,5.9604641222676946e-08,1.2237675189971924,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,282679,,,,,,190,34.234234234234236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.493246996996997e-05,4.493246996996997e-05,282999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,282999,0.04364030808210373,0.0,0.0,0.0,0.04364030808210373,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4894932432432434e-05,4.4894932432432434e-05,283999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,283999,0.0016146593261510134,0.0,2.741807065831381e-06,12.735422134399414,12.737037658691406,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,284159,,,,,,191,24.30278884462151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.48573948948949e-05,4.48573948948949e-05,284999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,284999,0.021283600479364395,0.0,7.2121101766242646e-06,2.0861593839072157e-06,0.02128748968243599,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,285639,,,,,,192,31.645569620253166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4819857357357356e-05,4.4819857357357356e-05,285999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,285999,0.00019407270883675665,0.0,5.9604641222676946e-08,0.0,0.0001940876099979505,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4782319819819824e-05,4.4782319819819824e-05,286999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,286999,0.0002798953210003674,0.0,2.3841852225814364e-07,9.536737479720614e-07,0.00028090859996154904,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,287119,,,,,,193,34.66666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4744782282282284e-05,4.4744782282282284e-05,287999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,287999,0.0009153998689725995,0.0,7.748597568024707e-07,0.0,0.0009155935840681195,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,288599,,,,,,194,35.944700460829495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4707244744744745e-05,4.4707244744744745e-05,288999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,288999,0.0006668133428320289,0.0,0.0,2.3841855067985307e-07,0.0006670517614111304,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.466970720720721e-05,4.466970720720721e-05,289999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,289999,0.004202521871775389,0.0,5.9604641222676946e-08,1.132487000177207e-06,0.004203669261187315,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,290079,,,,,,195,36.85503685503686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4632169669669674e-05,4.4632169669669674e-05,290999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,290999,0.006187608931213617,0.0,5.9604641222676946e-08,2.093867778778076,2.100055456161499,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,291559,,,,,,196,32.445520581113804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4594632132132135e-05,4.4594632132132135e-05,291999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,291999,0.01354281883686781,0.0,0.0022861482575535774,2.026555193879176e-06,0.014116382226347923,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4557094594594595e-05,4.4557094594594595e-05,292999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,292999,0.001578848110511899,0.0,1.7881390590446244e-07,0.0,0.0015788928139954805,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,293039,,,,,,197,16.047548291233284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.451955705705706e-05,4.451955705705706e-05,293999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,293999,0.0011657967697829008,0.0,1.0132686838915106e-05,9.536738616588991e-07,0.0011692836415022612,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,294519,,,,,,198,18.58529819694868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4482019519519524e-05,4.4482019519519524e-05,294999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,294999,0.0015032346127554774,0.0,0.0,7.044983067316934e-05,0.0015736843924969435,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4444481981981985e-05,4.4444481981981985e-05,295999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,295999,0.002455016365274787,0.0,4.172323428974778e-07,0.0,0.002455120673403144,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,295999,,,,,,199,33.75314861460958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4406944444444446e-05,4.4406944444444446e-05,296999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,296999,0.0009042922174558043,0.0,5.9604641222676946e-08,1.7881392011531716e-07,0.0009044859325513244,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,297479,,,,,,200,29.074889867841406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4369406906906907e-05,4.4369406906906907e-05,297999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,297999,0.0027215315494686365,0.0,0.0,0.0,0.0027215315494686365,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,298959,,,,,,201,26.915113871635615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4331869369369374e-05,4.4331869369369374e-05,298999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,298999,0.015202554874122143,0.0,0.0,0.0,0.015202554874122143,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.429433183183183e-05,4.429433183183183e-05,299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,299999,0.021355994045734406,0.0,2.6642566808732226e-05,6.615752499783412e-05,0.02142881229519844,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,300439,,,,,,202,34.6820809248555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4256794294294296e-05,4.4256794294294296e-05,300999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,300999,0.0009443784365430474,0.0,2.0622781448764727e-05,0.0,0.0009495341219007969,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
